날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref,income_type,rule_id
2026-03-14,12:05,지출,카페/간식,커피/음료,가수원동로스터리,-500,KRW,하나핀크 생활통장,아침 모닝커피,P0001,P0001-T0138,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100058,,calib:요식/카페
2026-03-14,09:04,지출,카페/간식,커피/음료,월평동카페,-500,KRW,하나핀크 생활통장,사이렌오더로 미리 주문,P0001,P0001-T0128,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100053,,calib:요식/카페
2026-03-14,08:35,지출,교통,택시,정림동개인택시,-2500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0166,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000073;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000073,,calib:교통/택시
2026-03-14,08:29,지출,카페/간식,커피/음료,둔산동카페,-700,KRW,신한 Deep Dream 체크,,P0001,P0001-T0143,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000059;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000059,,calib:요식/카페
2026-03-14,07:38,지출,교통,대중교통,둔산동 환승센터,-2200,KRW,신한 Deep Dream 체크,,P0001,P0001-T0180,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000077;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000077,,calib:교통/대중교통
2026-03-13,22:07,지출,온라인쇼핑,인터넷쇼핑,룩핀,-64200,KRW,토스 간편결제,,P0001,P0001-T0209,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00019,,calib:온라인쇼핑/인터넷쇼핑
2026-03-13,19:26,지출,교통,대중교통,기후동행카드,-3800,KRW,토스 간편결제,,P0001,P0001-T0174,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00014,,calib:교통/대중교통
2026-03-13,15:20,지출,생활,편의점,CU 둔산동점,-7600,KRW,신한 Deep Dream 체크,,P0001,P0001-T0221,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000100;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000100,,calib:생활/편의점
2026-03-13,14:13,지출,생활,서비스구독,멜론,-4900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0109,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000047;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000047,,fixed:구독
2026-03-13,11:20,지출,식비,한식,고봉민김밥인,-1300,KRW,카카오페이 간편결제,,P0001,P0001-T0117,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00005,,calib:요식/한식
2026-03-13,07:31,지출,교통,택시,월평동개인택시,-2400,KRW,신한 Deep Dream 체크,공항 이동,P0001,P0001-T0168,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000074;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000074,,calib:교통/택시
2026-03-13,07:06,지출,교통,대중교통,월평동 마을버스,-5600,KRW,하나핀크 생활통장,,P0001,P0001-T0200,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100069,,calib:교통/대중교통
2026-03-12,19:06,지출,카페/간식,커피/음료,월평동로스터리,-700,KRW,토스 간편결제,친구 만나서,P0001,P0001-T0131,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00010,,calib:요식/카페
2026-03-12,12:19,지출,카페/간식,디저트/떡,몽슈슈,-500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0152,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000066;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000066,,calib:요식/디저트
2026-03-11,22:22,지출,교통,대중교통,레일플러스,-2400,KRW,네이버페이 간편결제,,P0001,P0001-T0178,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00010,,calib:교통/대중교통
2026-03-11,20:14,지출,카페/간식,커피/음료,월평동로스터리,-500,KRW,토스 간편결제,점심 후 커피,P0001,P0001-T0141,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00011,,calib:요식/카페
2026-03-11,20:04,지출,카페/간식,커피/음료,메가MGC커피,-500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0129,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000053;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000053,,calib:요식/카페
2026-03-11,13:08,지출,생활,편의점,GS25 가수원동점,-13000,KRW,신한 Deep Dream 체크,,P0001,P0001-T0219,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000098;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000098,,calib:생활/편의점
2026-03-11,08:53,지출,교통,대중교통,기후동행카드,-1800,KRW,네이버페이 간편결제,,P0001,P0001-T0176,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00009;efinance/전금-004-네이버페이_머니.json#WP000100004,,calib:교통/대중교통
2026-03-11,08:20,지출,교통,대중교통,이지패스,-5200,KRW,신한 Deep Dream 체크,,P0001,P0001-T0183,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000079;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000079,,calib:교통/대중교통
2026-03-10,23:58,지출,교통,대중교통,기후동행카드,-4000,KRW,신한 Deep Dream 체크,,P0001,P0001-T0185,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000081;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000081,,calib:교통/대중교통
2026-03-10,20:52,지출,카페/간식,커피/음료,가수원동로스터리,-500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0139,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000057;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000057,,calib:요식/카페
2026-03-10,13:23,지출,카페/간식,디저트/떡,월평동타르트,-500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0150,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000065;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000065,,calib:요식/디저트
2026-03-10,12:52,지출,온라인쇼핑,인터넷쇼핑,위메프,-98409,KRW,신한 Deep Dream 체크,장바구니 정리하다가,P0001,P0001-T0214,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000095;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000095,,calib:온라인쇼핑/인터넷쇼핑
2026-03-10,09:17,지출,문화/여가,도서,알라딘,-15500,KRW,하나핀크 생활통장,독서모임 선정도서,P0001,P0001-T0164,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100064,,triangular:도서
2026-03-10,07:11,지출,교통,대중교통,캐시비,-900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0190,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000085;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000085,,calib:교통/대중교통
2026-03-09,21:06,지출,생활,편의점,GS25 탄방동점,-14000,KRW,신한 Deep Dream 체크,,P0001,P0001-T0218,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000097;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000097,,calib:생활/편의점
2026-03-09,18:20,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-12000,KRW,하나핀크 생활통장,,P0001,P0001-T0111,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100045;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100012,,savings:정기
2026-03-09,18:17,지출,식비,한식,도마동냉면,-1600,KRW,신한 Deep Dream 체크,,P0001,P0001-T0120,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000050;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000050,,calib:요식/한식
2026-03-08,19:10,지출,카페/간식,디저트/떡,설빙,-500,KRW,신한 Deep Dream 체크,조카 선물,P0001,P0001-T0154,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000068;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000068,,calib:요식/디저트
2026-03-07,23:58,지출,교통,대중교통,둔산동 환승센터,-3100,KRW,토스 간편결제,,P0001,P0001-T0201,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00018,,calib:교통/대중교통
2026-03-07,22:57,지출,교통,택시,아이엠택시,-6700,KRW,하나핀크 생활통장,,P0001,P0001-T0170,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100065,,calib:교통/택시
2026-03-07,19:15,지출,교통,택시,카카오T 택시,-2600,KRW,카카오페이 간편결제,컨디션 안 좋아서,P0001,P0001-T0171,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00011,,calib:교통/택시
2026-03-07,18:14,지출,카페/간식,커피/음료,도마동카페,-500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0130,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000054;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000054,,calib:요식/카페
2026-03-06,21:18,지출,카페/간식,커피/음료,갈마동카페,-500,KRW,하나핀크 생활통장,,P0001,P0001-T0144,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100060,,calib:요식/카페
2026-03-06,19:03,지출,교육/학습,학원/강의,패스트캠퍼스,-87800,KRW,카카오페이 간편결제,,P0001,P0001-T0165,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00009,,triangular:학원/강의
2026-03-06,18:04,지출,교통,대중교통,갈마동 마을버스,-3500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0203,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000090;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000090,,calib:교통/대중교통
2026-03-06,11:19,지출,생활,편의점,GS25 관저동점,-12900,KRW,토스 간편결제,,P0001,P0001-T0216,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00020,,calib:생활/편의점
2026-03-06,07:09,지출,교통,대중교통,캐시비,-5500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0189,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000084;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000084,,calib:교통/대중교통
2026-03-05,21:51,지출,교육/학습,학원/강의,스피킹맥스,-23600,KRW,하나핀크 생활통장,,P0001,P0001-T0162,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100063,,triangular:학원/강의
2026-03-05,20:19,지출,카페/간식,커피/음료,탄방동로스터리,-500,KRW,하나핀크 생활통장,점심 후 커피,P0001,P0001-T0136,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100057,,calib:요식/카페
2026-03-05,18:33,지출,교통,대중교통,갈마동 마을버스,-1700,KRW,토스 간편결제,,P0001,P0001-T0177,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00016,,calib:교통/대중교통
2026-03-05,16:03,지출,문화/여가,도서,갈마동북카페,-23600,KRW,네이버페이 간편결제,,P0001,P0001-T0158,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00008,,triangular:도서
2026-03-05,11:34,수입,기타수입,용돈,보호자 용돈이체,500000,KRW,하나핀크 생활통장,공모전 상금,P0001,P0001-T0101,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100036,용돈,income:용돈
2026-03-04,23:40,지출,교통,대중교통,정림동 마을버스,-4600,KRW,하나핀크 생활통장,,P0001,P0001-T0181,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100066,,calib:교통/대중교통
2026-03-04,18:32,지출,교통,대중교통,K-패스,-2800,KRW,신한 Deep Dream 체크,,P0001,P0001-T0195,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000087;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000087,,calib:교통/대중교통
2026-03-04,18:08,지출,교통,대중교통,원패스,-3200,KRW,카카오페이 간편결제,,P0001,P0001-T0196,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00012,,calib:교통/대중교통
2026-03-04,13:58,지출,카페/간식,디저트/떡,노티드,-500,KRW,신한 Deep Dream 체크,조카 선물,P0001,P0001-T0149,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000064;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000064,,calib:요식/디저트
2026-03-04,09:37,지출,교통,대중교통,둔산동 마을버스,-3700,KRW,하나핀크 생활통장,정기권 충전,P0001,P0001-T0191,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100067,,calib:교통/대중교통
2026-03-03,20:38,지출,문화/여가,도서,월평동북카페,-37800,KRW,신한 Deep Dream 체크,전자책 세일해서,P0001,P0001-T0163,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000072;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000072,,triangular:도서
2026-03-03,20:08,지출,카페/간식,커피/음료,탄방동로스터리,-600,KRW,하나핀크 생활통장,,P0001,P0001-T0134,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100055,,calib:요식/카페
2026-03-03,18:30,지출,카페/간식,커피/음료,공차,-500,KRW,하나핀크 생활통장,당 떨어져서,P0001,P0001-T0135,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100056,,calib:요식/카페
2026-03-03,13:08,지출,뷰티/미용,화장품,토니모리,-36500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0161,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000071;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000071,,triangular:화장품
2026-03-03,09:55,지출,카페/간식,디저트/떡,월평동타르트,-500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0147,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000062;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000062,,calib:요식/디저트
2026-03-02,21:30,지출,식비,한식,역전할머니맥주,-834,KRW,신한 Deep Dream 체크,친구랑 오랜만에,P0001,P0001-T0125,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000052;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000052,,calib:요식/한식
2026-03-02,17:39,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-12000,KRW,하나핀크 생활통장,,P0001,P0001-T0110,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100044;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100011,,savings:정기
2026-03-02,10:21,지출,교육/학습,학원/강의,탄방동태권도학원,-94900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0159,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000070;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000070,,triangular:학원/강의
2026-03-01,23:31,수입,금융수입,캐시백,어피치 스윗 체크카드 적립포인트,780,KRW,하나핀크 생활통장,,P0001,P0001-T0106,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100041,캐시백,income:캐시백
2026-03-01,22:54,지출,교통,대중교통,캐시비,-3300,KRW,신한 Deep Dream 체크,,P0001,P0001-T0205,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000091;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000091,,calib:교통/대중교통
2026-03-01,22:36,지출,교통,대중교통,원패스,-900,KRW,하나핀크 생활통장,주말 나들이,P0001,P0001-T0204,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100070,,calib:교통/대중교통
2026-03-01,21:45,지출,뷰티/미용,화장품,더페이스샵,-46200,KRW,토스 간편결제,,P0001,P0001-T0155,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00012,,triangular:화장품
2026-03-01,20:54,지출,식비,배달,둔산동만두배달,-1081,KRW,신한 Deep Dream 체크,,P0001,P0001-T0146,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000061;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000061,,calib:요식/배달
2026-03-01,20:13,지출,카페/간식,디저트/떡,갈마동케이크전문점,-500,KRW,하나핀크 생활통장,,P0001,P0001-T0151,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100061,,calib:요식/디저트
2026-03-01,19:23,지출,카페/간식,커피/음료,도마동로스터리,-700,KRW,하나핀크 생활통장,,P0001,P0001-T0132,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100054,,calib:요식/카페
2026-03-01,16:36,지출,생활,편의점,CU 가수원동점,-7100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0220,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000099;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000099,,calib:생활/편의점
2026-03-01,11:29,지출,카페/간식,커피/음료,탄방동카페,-500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0137,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000056;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000056,,calib:요식/카페
2026-02-28,23:45,지출,패션/쇼핑,패션,커버낫,-52400,KRW,신한 Deep Dream 체크,,P0001,P0001-T0077,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000033;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000033,,triangular:패션
2026-02-28,18:25,지출,교육/학습,학원/강의,해커스,-36200,KRW,토스 간편결제,자녀 교육비,P0001,P0001-T0080,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00006,,triangular:학원/강의
2026-02-28,13:47,이체,저축,예적금/청약,비상금 이체,-30000,KRW,하나핀크 생활통장,자동이체 저축,P0001,P0001-T0075,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100033;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100010,,savings:비상금
2026-02-27,17:13,수입,금융수입,캐시백,토스뱅크 체크카드 포인트리워드,185,KRW,하나핀크 생활통장,,P0001,P0001-T0065,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100024,캐시백,income:캐시백
2026-02-26,14:13,지출,문화/여가,도서,가수원동북카페,-22500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0084,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000036;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000036,,triangular:도서
2026-02-25,19:19,지출,패션/쇼핑,패션,자라,-31400,KRW,토스 간편결제,,P0001,P0001-T0079,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00005,,triangular:패션
2026-02-25,11:06,지출,생활,통신,월평동알뜰폰샵,-20000,KRW,하나핀크 생활통장,,P0001,P0001-T0069,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100028,,fixed:통신
2026-02-25,09:42,지출,주거,월세/관리비,탄방동 아파트 관리비,-230000,KRW,하나핀크 생활통장,,P0001,P0001-T0068,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100027,,fixed:월세관리비
2026-02-23,22:34,지출,생활,편의점,세븐일레븐,-3000,KRW,네이버페이 간편결제,현금 인출 대신 결제,P0001,P0001-T0095,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00005;efinance/전금-004-네이버페이_머니.json#WP000100003,,calib:생활/편의점
2026-02-23,16:19,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,,P0001,P0001-T0074,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100032;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100009,,savings:정기
2026-02-21,10:32,지출,생활,편의점,GS25 도마동점,-3300,KRW,신한 Deep Dream 체크,,P0001,P0001-T0092,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000042;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000042,,calib:생활/편의점
2026-02-20,13:27,지출,생활,편의점,CU,-1300,KRW,신한 Deep Dream 체크,숙취해소용,P0001,P0001-T0093,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000043;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000043,,calib:생활/편의점
2026-02-19,22:37,지출,생활,편의점,CU 갈마동점,-1900,KRW,네이버페이 간편결제,,P0001,P0001-T0097,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00006,,calib:생활/편의점
2026-02-19,18:26,지출,생활,편의점,CU 탄방동점,-2900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0098,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000045;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000045,,calib:생활/편의점
2026-02-18,19:46,지출,생활,편의점,GS25 도마동점,-3900,KRW,토스 간편결제,공과금 납부,P0001,P0001-T0090,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00007,,calib:생활/편의점
2026-02-18,16:40,수입,근로소득,알바비,㈜한빛물류 용역비 지급,700000,KRW,하나핀크 생활통장,,P0001,P0001-T0064,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100023,알바비,income:알바비
2026-02-16,20:06,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,,P0001,P0001-T0073,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100031;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100008,,savings:정기
2026-02-16,13:20,수입,금융수입,캐시백,생활요금 자동이체 캐시백,627,KRW,하나핀크 생활통장,,P0001,P0001-T0066,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100025,캐시백,income:캐시백
2026-02-16,09:54,지출,교통,택시,카카오T 택시,-18900,KRW,하나핀크 생활통장,,P0001,P0001-T0087,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100035,,calib:교통/택시
2026-02-15,16:07,지출,생활,편의점,GS25 가수원동점,-2450,KRW,신한 Deep Dream 체크,,P0001,P0001-T0100,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000046;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000046,,calib:생활/편의점
2026-02-14,22:35,지출,교육/학습,학원/강의,챗GPT 플러스,-84100,KRW,카카오페이 간편결제,,P0001,P0001-T0082,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00004,,triangular:학원/강의
2026-02-13,23:04,지출,생활,편의점,GS25 월평동점,-1000,KRW,토스 간편결제,,P0001,P0001-T0096,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00008,,calib:생활/편의점
2026-02-13,15:01,지출,생활,편의점,GS25 정림동점,-1800,KRW,신한 Deep Dream 체크,,P0001,P0001-T0094,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000044;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000044,,calib:생활/편의점
2026-02-13,11:44,지출,생활,서비스구독,멜론,-4900,KRW,신한 Deep Dream 체크,친구랑 반반 나눠 결제,P0001,P0001-T0070,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000032;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000032,,fixed:구독
2026-02-12,19:27,지출,문화/여가,도서,월평동북카페,-9100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0085,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000037;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000037,,triangular:도서
2026-02-12,11:02,지출,문화/여가,도서,영풍문고,-23100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0081,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000035;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000035,,triangular:도서
2026-02-09,16:48,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,,P0001,P0001-T0072,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100030;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100007,,savings:정기
2026-02-06,23:08,지출,교육/학습,학원/강의,이투스,-33400,KRW,하나핀크 생활통장,,P0001,P0001-T0076,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100034,,triangular:학원/강의
2026-02-06,09:08,지출,패션/쇼핑,패션,둔산동빈티지샵,-62200,KRW,신한 Deep Dream 체크,계절 옷 정리,P0001,P0001-T0086,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000038;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000038,,triangular:패션
2026-02-05,16:37,지출,생활,편의점,CU 탄방동점,-3800,KRW,토스 간편결제,현금 인출 대신 결제,P0001,P0001-T0099,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00009,,calib:생활/편의점
